date	input	check1	check2	check3	check4	check5	check6	score	notes
2026-07-23	A-polish-kursplan	1	1	1	1	0	1	5/6	Baseline: erster Loop 23.07.; Checks 1-4+6 vom Skill getragen, Re-Sweep-Disziplin musste das Cockpit einfordern. Re-Sweep folgt im laufenden Loop.
